Year,Sector,Sex,Age group,Labour force value
2001,Wholesale and retail,Both sexes,15 years and over,264.9
2001,Wholesale and retail,Both sexes,25 to 54 years,165.1
2001,Wholesale and retail,Both sexes,55 years and over,22.7
2001,Wholesale and retail,Females,15 to 24 years,40.4
2001,Wholesale and retail,Females,15 years and over,128.0
2001,Wholesale and retail,Females,25 to 54 years,78.2
2001,Wholesale and retail,Females,55 years and over,9.4
2001,Wholesale and retail,Males,15 to 24 years,36.6
2001,Wholesale and retail,Males,15 years and over,136.9
2001,Wholesale and retail,Males,25 to 54 years,86.9
2001,Wholesale and retail,Males,55 years and over,13.3
2002,Agriculture & forestry,Both sexes,15 to 24 years,9.4
2002,Agriculture & forestry,Both sexes,15 years and over,65.89999999999999
2002,Agriculture & forestry,Both sexes,25 to 54 years,38.8
2002,Agriculture & forestry,Both sexes,55 years and over,16.9
2002,Agriculture & forestry,Females,15 to 24 years,2.6
2002,Agriculture & forestry,Females,15 years and over,18.8
2002,Agriculture & forestry,Females,25 to 54 years,11.2
2002,Agriculture & forestry,Females,55 years and over,5.0
2002,Agriculture & forestry,Males,15 to 24 years,6.8
2002,Agriculture & forestry,Males,15 years and over,46.0
2002,Agriculture & forestry,Males,25 to 54 years,26.700000000000003
2002,Agriculture & forestry,Males,55 years and over,12.0
2002,Business & professional services,Both sexes,15 to 24 years,133.9
2002,Business & professional services,Both sexes,15 years and over,561.5
2002,Business & professional services,Both sexes,25 to 54 years,367.7
2002,Business & professional services,Both sexes,55 years and over,59.8
2002,Business & professional services,Females,15 to 24 years,72.9
2002,Business & professional services,Females,15 years and over,288.3
2002,Business & professional services,Females,25 to 54 years,189.8
2002,Business & professional services,Females,55 years and over,25.4
2002,Business & professional services,Males,15 to 24 years,60.900000000000006
2002,Business & professional services,Males,15 years and over,273.3
2002,Business & professional services,Males,25 to 54 years,178.0
2002,Business & professional services,Males,55 years and over,34.3
2002,Construction & construction trades,Both sexes,15 to 24 years,28.3
2002,Construction & construction trades,Both sexes,15 years and over,150.7
2002,Construction & construction trades,Both sexes,25 to 54 years,107.6
2002,Construction & construction trades,Both sexes,55 years and over,14.8
2002,Construction & construction trades,Females,15 to 24 years,3.0
2002,Construction & construction trades,Females,15 years and over,18.5
2002,Construction & construction trades,Females,25 to 54 years,13.5
2002,Construction & construction trades,Females,55 years and over,1.9
2002,Construction & construction trades,Males,15 to 24 years,25.2
2002,Construction & construction trades,Males,15 years and over,132.2
2002,Construction & construction trades,Males,25 to 54 years,94.1
2002,Construction & construction trades,Males,55 years and over,12.9
2002,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,20.5
2002,"Manufacturing, packaging & processing",Both sexes,15 years and over,154.5
2002,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,120.1
2002,"Manufacturing, packaging & processing",Both sexes,55 years and over,13.9
2002,"Manufacturing, packaging & processing",Females,15 to 24 years,5.0
2002,"Manufacturing, packaging & processing",Females,15 years and over,40.2
2002,"Manufacturing, packaging & processing",Females,25 to 54 years,32.4
2002,"Manufacturing, packaging & processing",Females,55 years and over,2.8
2002,"Manufacturing, packaging & processing",Males,15 to 24 years,15.5
2002,"Manufacturing, packaging & processing",Males,15 years and over,114.3
2002,"Manufacturing, packaging & processing",Males,25 to 54 years,87.7
2002,"Manufacturing, packaging & processing",Males,55 years and over,11.1
2002,Mining & petroleum development,Both sexes,15 to 24 years,10.2
2002,Mining & petroleum development,Both sexes,15 years and over,96.1
2002,Mining & petroleum development,Both sexes,25 to 54 years,79.2
2002,Mining & petroleum development,Both sexes,55 years and over,6.8
2002,Mining & petroleum development,Females,15 to 24 years,0.0
2002,Mining & petroleum development,Females,15 years and over,20.5
2002,Mining & petroleum development,Females,25 to 54 years,18.2
2002,Mining & petroleum development,Females,55 years and over,0.0
2002,Mining & petroleum development,Males,15 to 24 years,8.7
2002,Mining & petroleum development,Males,15 years and over,75.6
2002,Mining & petroleum development,Males,25 to 54 years,61.0
2002,Mining & petroleum development,Males,55 years and over,5.8
2002,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,30.3
2002,"Provincial & municipal government, education & health",Both sexes,15 years and over,337.79999999999995
2002,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,265.9
2002,"Provincial & municipal government, education & health",Both sexes,55 years and over,41.6
2002,"Provincial & municipal government, education & health",Females,15 to 24 years,23.7
2002,"Provincial & municipal government, education & health",Females,15 years and over,245.50000000000003
2002,"Provincial & municipal government, education & health",Females,25 to 54 years,192.9
2002,"Provincial & municipal government, education & health",Females,55 years and over,28.9
2002,"Provincial & municipal government, education & health",Males,15 to 24 years,6.6
2002,"Provincial & municipal government, education & health",Males,15 years and over,92.3
2002,"Provincial & municipal government, education & health",Males,25 to 54 years,72.9
2002,"Provincial & municipal government, education & health",Males,55 years and over,12.7
2002,"Transportation, communication & utilities",Both sexes,15 to 24 years,11.8
2002,"Transportation, communication & utilities",Both sexes,15 years and over,120.5
2002,"Transportation, communication & utilities",Both sexes,25 to 54 years,94.60000000000001
2002,"Transportation, communication & utilities",Both sexes,55 years and over,13.0
2002,"Transportation, communication & utilities",Females,15 to 24 years,3.3
2002,"Transportation, communication & utilities",Females,15 years and over,31.3
2002,"Transportation, communication & utilities",Females,25 to 54 years,24.7
2002,"Transportation, communication & utilities",Females,55 years and over,2.6
2002,"Transportation, communication & utilities",Males,15 to 24 years,7.0
2002,"Transportation, communication & utilities",Males,15 years and over,89.2
2002,"Transportation, communication & utilities",Males,25 to 54 years,69.89999999999999
2002,"Transportation, communication & utilities",Males,55 years and over,10.5
2002,Wholesale and retail,Both sexes,15 to 24 years,74.1
2002,Wholesale and retail,Both sexes,15 years and over,262.2
2002,Wholesale and retail,Both sexes,25 to 54 years,161.4
2002,Wholesale and retail,Both sexes,55 years and over,26.7
2002,Wholesale and retail,Females,15 to 24 years,37.9
2002,Wholesale and retail,Females,15 years and over,126.2
2002,Wholesale and retail,Females,25 to 54 years,77.2
2002,Wholesale and retail,Females,55 years and over,11.2
2002,Wholesale and retail,Males,15 to 24 years,36.2
2002,Wholesale and retail,Males,15 years and over,135.9
2002,Wholesale and retail,Males,25 to 54 years,84.3
2002,Wholesale and retail,Males,55 years and over,15.5
2003,Agriculture & forestry,Both sexes,15 to 24 years,9.2
2003,Agriculture & forestry,Both sexes,15 years and over,71.7
2003,Agriculture & forestry,Both sexes,25 to 54 years,42.599999999999994
2003,Agriculture & forestry,Both sexes,55 years and over,18.7
2003,Agriculture & forestry,Females,15 to 24 years,2.3
2003,Agriculture & forestry,Females,15 years and over,19.2
2003,Agriculture & forestry,Females,25 to 54 years,11.9
2003,Agriculture & forestry,Females,55 years and over,5.1
2003,Agriculture & forestry,Males,15 to 24 years,6.9
2003,Agriculture & forestry,Males,15 years and over,51.6
2003,Agriculture & forestry,Males,25 to 54 years,29.9
2003,Agriculture & forestry,Males,55 years and over,13.7
2003,Business & professional services,Both sexes,15 to 24 years,135.9
2003,Business & professional services,Both sexes,15 years and over,576.2
2003,Business & professional services,Both sexes,25 to 54 years,373.4
2003,Business & professional services,Both sexes,55 years and over,67.0
2003,Business & professional services,Females,15 to 24 years,74.89999999999999
2003,Business & professional services,Females,15 years and over,298.8
2003,Business & professional services,Females,25 to 54 years,194.6
2003,Business & professional services,Females,55 years and over,29.3
2003,Business & professional services,Males,15 to 24 years,60.9
2003,Business & professional services,Males,15 years and over,277.5
2003,Business & professional services,Males,25 to 54 years,178.9
2003,Business & professional services,Males,55 years and over,37.7
2003,Construction & construction trades,Both sexes,15 to 24 years,28.8
2003,Construction & construction trades,Both sexes,15 years and over,156.6
2003,Construction & construction trades,Both sexes,25 to 54 years,111.7
2003,Construction & construction trades,Both sexes,55 years and over,16.2
2003,Construction & construction trades,Females,15 to 24 years,3.3
2003,Construction & construction trades,Females,15 years and over,18.7
2003,Construction & construction trades,Females,25 to 54 years,13.9
2003,Construction & construction trades,Females,55 years and over,0.0
2003,Construction & construction trades,Males,15 to 24 years,25.4
2003,Construction & construction trades,Males,15 years and over,137.9
2003,Construction & construction trades,Males,25 to 54 years,97.7
2003,Construction & construction trades,Males,55 years and over,14.7
2003,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,20.7
2003,"Manufacturing, packaging & processing",Both sexes,15 years and over,152.9
2003,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,116.7
2003,"Manufacturing, packaging & processing",Both sexes,55 years and over,15.4
2003,"Manufacturing, packaging & processing",Females,15 to 24 years,5.3
2003,"Manufacturing, packaging & processing",Females,15 years and over,40.0
2003,"Manufacturing, packaging & processing",Females,25 to 54 years,31.9
2003,"Manufacturing, packaging & processing",Females,55 years and over,2.8
2003,"Manufacturing, packaging & processing",Males,15 to 24 years,15.4
2003,"Manufacturing, packaging & processing",Males,15 years and over,112.9
2003,"Manufacturing, packaging & processing",Males,25 to 54 years,84.8
2003,"Manufacturing, packaging & processing",Males,55 years and over,12.6
2003,Mining & petroleum development,Both sexes,15 to 24 years,13.5
2003,Mining & petroleum development,Both sexes,15 years and over,101.4
2003,Mining & petroleum development,Both sexes,25 to 54 years,80.2
2003,Mining & petroleum development,Both sexes,55 years and over,7.7
2003,Mining & petroleum development,Females,15 to 24 years,2.8
2003,Mining & petroleum development,Females,15 years and over,21.6
